MAKE,MODEL,MODEL_YR,BODY_STYLE,DRIVE_TRAIN,PRODUCTION_RELEASE,OVERALL_STARS,ROLLOVER_STARS,OVERALL_FRNT_STARS,OVERALL_SIDE_STARS,COMB_REAR_STAR,COMB_FRNT_STAR
TOYOTA,GRAND HIGHLANDER LATER RELEASE,2025,SUV,AWD,2,5.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,PALISADE,2024,SUV LATER RELEASE,FWD,2,,4.0,5.0,,,
BUICK,ENVISTA LATER RELEASE,2025,SUV,FWD,2,,4.0,4.0,,,
TOYOTA,CAMRY,2023,4 DR,AWD,2,5.0,5.0,5.0,5.0,5.0,5.0
HYUNDAI,SANTA CRUZ,2024,PU/CC Later Release,AWD,2,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAX LATER RELEASE,2025,SUV,FWD,2,,4.0,4.0,,,
TOYOTA,CAMRY HYBRID,2023,4 DR,FWD,2,5.0,5.0,5.0,5.0,5.0,5.0
HYUNDAI,SANTA CRUZ,2024,PU/CC Later Release,FWD,2,5.0,4.0,5.0,5.0,5.0,5.0
NISSAN,KICKS,2023,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,PALISADE,2024,SUV LATER RELEASE,AWD,2,,4.0,5.0,,,
MAZDA,CX-50,2024,SUV Later Release,AWD,2,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY,2023,4 DR,FWD,2,5.0,5.0,5.0,5.0,5.0,5.0
LEXUS,TX 350 LATER RELEASE,2025,SUV,AWD,2,5.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,TUCSON,2022,SUV,AWD,2,4.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON,2022,SUV,FWD,2,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON HYBRID,2022,SUV,AWD,2,4.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON HYBRID,2022,SUV,FWD,2,5.0,4.0,5.0,5.0,5.0,5.0
NISSAN,ROGUE,2022,SUV,AWD,2,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE,2022,SUV,FWD,2,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,TRAILBLAZER,2021,SUV,AWD,2,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAILBLAZER,2021,SUV,FWD,2,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SORENTO,2021,SUV,AWD,2,4.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO,2021,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO HYBRID,2021,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350,2021,SUV,AWD,2,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350,2021,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350L,2021,SUV,AWD,2,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350L,2021,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 450HL,2021,SUV,AWD,2,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE,2021,SUV,AWD,2,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE,2021,SUV,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
TESLA,MODEL 3,2021,4 DR,AWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL 3,2021,4 DR,RWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL X 5-SEAT,2021,SUV,AWD,2,,5.0,,,,
TESLA,MODEL X 6-SEAT,2021,SUV,AWD,2,,5.0,,,,
TESLA,MODEL X 7-SEAT,2021,SUV,AWD,2,,5.0,,,,
TESLA,MODEL Y  5-SEAT,2021,SUV,RWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y 5-SEAT,2021,SUV,AWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y 7-SEAT,2021,SUV,AWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y 7-SEAT,2021,SUV,RWD,2,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,C-HR,2021,5 HB,FWD,2,4.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,PASSAT,2021,4 DR,FWD,2,4.0,4.0,3.0,5.0,5.0,5.0
AUDI,A8 LWB,2025,4 DR,AWD,1,,,,,,
AUDI,ALL-NEW Q5,2025,SUV,AWD,1,,,,,,
AUDI,ALL-NEW Q5 SPORTBACK,2025,SUV,AWD,1,,,,,,
AUDI,ALL-NEW SQ5,2025,SUV,AWD,1,,,,,,
AUDI,ALL-NEW SQ5 SPORTBACK,2025,SUV,AWD,1,,,,,,
AUDI,Q3,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,Q4 E-TRON,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,Q4 E-TRON,2025,SUV,RWD,1,,,4.0,5.0,5.0,5.0
AUDI,Q4 SPORTBACK E-TRON,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,Q5,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q5 PHEV,2025,SUV,AWD,1,,,,,,
AUDI,Q5 SPORTBACK,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q6 E-TRON,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q6 E-TRON,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q6 SPORTBACK E-TRON,2025,SUV,AWD,1,,4.0,5.0,,,
AUDI,Q7,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,Q8,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q8 E-TRON,2025,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,Q8 SPORTBACK E-TRON,2025,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,RS 3,2025,4 DR,AWD,1,,,,,,
AUDI,RS 5 SPORTBACK,2025,4 DR,AWD,1,,5.0,,,,
AUDI,RS 6 AVANT PERFORMANCE,2025,SW,AWD,1,,,,,,
AUDI,RS 7 PERFORMANCE,2025,4 DR,AWD,1,,,,,,
AUDI,RS E-TRON GT PERFORMANCE,2025,4 DR,AWD,1,,,,,,
AUDI,RS Q8 PERFORMANCE,2025,SUV,AWD,1,,4.0,,,,
AUDI,S E-TRON GT,2025,4 DR,AWD,1,,,,,,
AUDI,S3,2025,4 DR,AWD,1,,,,,,
AUDI,S4,2025,4 DR,AWD,1,,5.0,,,,
AUDI,S5 SEDAN,2025,4 DR,AWD,1,,,,,,
AUDI,S5 SPORTBACK,2025,4 DR,AWD,1,,5.0,,,,
AUDI,S6 E-TRON,2025,4 DR,AWD,1,,,,,,
AUDI,S6 SEDAN,2025,4 DR,AWD,1,,5.0,,,,
AUDI,S7,2025,4 DR,AWD,1,,,,,,
AUDI,S8 LWB,2025,4 DR,AWD,1,,,,,,
AUDI,SQ5,2025,SUV,AWD,1,,4.0,,,,
AUDI,SQ5 SPORTBACK,2025,SUV,AWD,1,,4.0,,,,
AUDI,SQ6 E-TRON,2025,SUV,AWD,1,,4.0,5.0,,,
AUDI,SQ6 SPORTBACK E-TRON,2025,SUV,AWD,1,,4.0,5.0,,,
AUDI,SQ7,2025,SUV,AWD,1,,4.0,,,,
AUDI,SQ8,2025,SUV,AWD,1,,4.0,,,,
AUDI,SQ8 E-TRON,2025,SUV,AWD,1,,5.0,4.0,,,
AUDI,SQ8 SPORTBACK E-TRON,2025,SUV,AWD,1,,5.0,4.0,,,
BMW,2 SERIES GRAN COUPE,2025,4 DR,AWD,1,,,,,,
BMW,2 SERIES GRAN COUPE,2025,4 DR,FWD,1,,,,,,
BMW,3 SERIES SEDAN,2025,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
BMW,3 SERIES SEDAN,2025,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
BMW,5 SERIES HYBRID SEDAN,2025,4 DR,AWD,1,,,,,,
BMW,7 SERIES HYBRID SEDAN,2025,4 DR,AWD,1,,,,,,
BMW,M5 HYBRID SEDAN,2025,4 DR,AWD,1,,,,,,
BMW,M5 HYBRID WAGON,2025,4 DR,AWD,1,,,,,,
BMW,X1,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
BMW,X3,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
BMW,X5,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
BMW,X5,2025,SUV,RWD,1,,,4.0,5.0,5.0,5.0
BRIGHTDROP,ZEVO 400,2025,CV,AWD,1,,,,,,
BRIGHTDROP,ZEVO 400,2025,CV,FWD,1,,,,,,
BRIGHTDROP,ZEVO 600,2025,CV,AWD,1,,,,,,
BRIGHTDROP,ZEVO 600,2025,CV,FWD,1,,,,,,
BUICK,ENCLAVE,2025,SUV,AWD,1,,4.0,,5.0,5.0,5.0
BUICK,ENCLAVE,2025,SUV,FWD,1,,4.0,,5.0,5.0,5.0
BUICK,ENCORE GX,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENCORE GX,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENVISION,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENVISTA  Early Release,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,4.0
CADILLAC,CELESTIQ,2025,4 DR,AWD,1,,,,,,
CADILLAC,CT4,2025,4 DR,AWD,1,,,,,,
CADILLAC,CT4,2025,4 DR,RWD,1,,,,,,
CADILLAC,CT4-V,2025,4 DR,AWD,1,,,,,,
CADILLAC,CT4-V,2025,4 DR,RWD,1,,,,,,
CADILLAC,CT4-V BLACKWING,2025,4 DR,RWD,1,,,,,,
CADILLAC,CT5,2025,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,CT5,2025,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,CT5 WITH V6,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CADILLAC,CT5 WITH V6,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CADILLAC,CT5-V,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CADILLAC,CT5-V,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CADILLAC,CT5-V BLACKWING,2025,4 DR,RWD,1,,5.0,,5.0,5.0,5.0
CADILLAC,ESCALADE,2025,SUV,4WD,1,,3.0,,5.0,5.0,5.0
CADILLAC,ESCALADE,2025,SUV,RWD,1,,3.0,,5.0,5.0,5.0
CADILLAC,ESCALADE ESV,2025,SUV,4WD,1,,3.0,,5.0,5.0,5.0
CADILLAC,ESCALADE ESV,2025,SUV,RWD,1,,3.0,,5.0,5.0,5.0
CADILLAC,LYRIQ,2025,SUV,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,LYRIQ,2025,SUV,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,OPTIQ,2025,SUV, ,1,,,,,,
CADILLAC,XT4,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CADILLAC,XT4,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CADILLAC,XT5,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT5,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT6,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT6,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER EV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER EV,2025,SUV,FWD,1,,,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER EV,2025,SUV,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CHEVROLET,COLORADO,2025,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,4.0
CHEVROLET,COLORADO,2025,PU/CC,RWD,1,4.0,3.0,4.0,5.0,5.0,4.0
CHEVROLET,COLORADO ZR2 BISON,2025,PU/CC,4WD,1,,,4.0,5.0,5.0,4.0
CHEVROLET,CORVETTE E-RAY,2025,2 DR,AWD,1,,,,,,
CHEVROLET,CORVETTE E-RAY,2025,C,AWD,1,,,,,,
CHEVROLET,CORVETTE STINGRAY,2025,C,RWD,1,,,,,,
CHEVROLET,CORVETTE STRINGRAY,2025,2 DR,RWD,1,,,,,,
CHEVROLET,CORVETTE Z06,2025,C,RWD,1,,,,,,
CHEVROLET,CORVETTE Z06,2025,2 DR,RWD,1,,,,,,
CHEVROLET,CORVETTE ZR1,2025,C,RWD,1,,,,,,
CHEVROLET,CORVETTE ZR1,2025,2 DR,RWD,1,,,,,,
CHEVROLET,EQUINOX,2025,SUV,AWD,1,,,,,,
CHEVROLET,EQUINOX,2025,SUV,FWD,1,,,,,,
CHEVROLET,EQUINOX EV,2025,SUV,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CHEVROLET,EQUINOX EV,2025,SUV,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CHEVROLET,EXPRESS CARGO 2500,2025,CV,RWD,1,,,,,,
CHEVROLET,EXPRESS CARGO 3500,2025,CV,RWD,1,,,,,,
CHEVROLET,EXPRESS PASSENGER 2500 - 12 Passenger,2025,PV,RWD,1,,3.0,,,,
CHEVROLET,EXPRESS PASSENGER 3500 - 12 PASSENGER,2025,PV,RWD,1,,3.0,,,,
CHEVROLET,EXPRESS PASSENGER 3500 - 15 Passenger,2025,PV,RWD,1,,3.0,,,,
CHEVROLET,MALIBU,2025,4 DR,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2025,PU/CC,4WD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2025,PU/EC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2025,PU/RC,4WD,1,5.0,4.0,5.0,5.0,,5.0
CHEVROLET,SILVERADO 1500,2025,PU/CC,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2025,PU/EC,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2025,PU/RC,RWD,1,5.0,4.0,5.0,5.0,,5.0
CHEVROLET,SILVERADO 2500,2025,PU/RC,4WD,1,,,,,,
CHEVROLET,SILVERADO 2500,2025,PU/CC,4WD,1,,,5.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 2500,2025,PU/EC,4WD,1,,,,,,
CHEVROLET,SILVERADO 2500,2025,PU/EC,RWD,1,,,,,,
CHEVROLET,SILVERADO 2500,2025,PU/CC,RWD,1,,,5.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 2500,2025,PU/RC,RWD,1,,,,,,
CHEVROLET,SILVERADO EV,2025,PU/CC,AWD,1,,,,,,
CHEVROLET,SUBURBAN,2025,SUV,4WD,1,5.0,3.0,5.0,5.0,5.0,5.0
CHEVROLET,SUBURBAN,2025,SUV,RWD,1,5.0,3.0,5.0,5.0,5.0,5.0
CHEVROLET,TAHOE,2025,SUV,4WD,1,5.0,3.0,5.0,5.0,5.0,5.0
CHEVROLET,TAHOE,2025,SUV,RWD,1,5.0,3.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAILBLAZER,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAILBLAZER,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAVERSE,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAVERSE,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,TRAX  Early Release,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,4.0
CHRYSLER,PACIFICA,2025,PV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHRYSLER,PACIFICA AWD,2025,PV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHRYSLER,PACIFICA HYBRID,2025,PV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHRYSLER,VOYAGER,2025,PV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
DODGE,CHARGER,2025,2 DR,AWD,1,,,,,,
DODGE,DURANGO,2025,SUV,AWD,1,4.0,3.0,4.0,5.0,5.0,5.0
DODGE,DURANGO,2025,SUV,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
DODGE,DURANGO PURSUIT,2025,SUV,AWD,1,,,,,,
DODGE,DURANGO SRT,2025,SUV,AWD,1,,,,,,
DODGE,HORNET,2025,SUV,AWD,1,,,,,,
DODGE,HORNET R/T EAWD,2025,SUV,AWD,1,,,,,,
FIAT,500E,2025,3 HB,FWD,1,,,,,,
FORD,BRONCO 2DR,2025,SUV,4WD,1,,3.0,4.0,,,
FORD,BRONCO 4DR,2025,SUV,4WD,1,,3.0,4.0,,,
FORD,BRONCO SPORT EARLY RELEASE,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,BRONCO SPORT LATER RELEASE,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,ESCAPE GAS,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,ESCAPE GAS,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,ESCAPE HEV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,ESCAPE HEV,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,ESCAPE PHEV,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
FORD,EXPEDITION,2025,SUV,4WD,1,,,,,,
FORD,EXPEDITION,2025,SUV,RWD,1,,,,,,
FORD,EXPEDITION MAX,2025,SUV,4WD,1,,,,,,
FORD,EXPEDITION MAX,2025,SUV,RWD,1,,,,,,
FORD,EXPLORER,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,EXPLORER,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,EXPLORER HEV,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,EXPLORER HEV,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (REGULAR CAB) GAS,2025,PU/RC,4WD,1,5.0,4.0,5.0,5.0,,5.0
FORD,F-150 (REGULAR CAB) GAS,2025,PU/RC,RWD,1,5.0,4.0,5.0,5.0,,5.0
FORD,F-150 (SUPER CAB) GAS,2025,PU/EC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (SUPER CAB) GAS,2025,PU/EC,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (SUPER CREW) GAS,2025,PU/CC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (SUPER CREW) GAS,2025,PU/CC,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (SUPER CREW) HEV,2025,PU/CC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
FORD,F-150 (SUPER CREW) LIGHTNING BEV,2025,PU/CC,4WD,1,5.0,4.0,4.0,5.0,5.0,5.0
FORD,F-250 (CREW CAB),2025,PU/CC,4WD,1,,,,,,
FORD,F-250 (CREW CAB),2025,PU/CC,RWD,1,,,,,,
FORD,F-250 (REGULAR CAB),2025,PU/RC,4WD,1,,,,,,
FORD,F-250 (REGULAR CAB),2025,PU/RC,RWD,1,,,,,,
FORD,F-250 (SUPER CAB),2025,PU/EC,4WD,1,,,,,,
FORD,F-250 (SUPER CAB),2025,PU/EC,RWD,1,,,,,,
FORD,F-250 TREMOR (CREW CAB),2025,PU/CC,4WD,1,,,,,,
FORD,F-250 TREMOR (CREW CAB),2025,PU/CC,RWD,1,,,,,,
FORD,F-350 (CREW CAB),2025,PU/CC,4WD,1,,,,,,
FORD,F-350 (CREW CAB),2025,PU/CC,RWD,1,,,,,,
FORD,F-350 (REGULAR CAB),2025,PU/RC,4WD,1,,,,,,
FORD,F-350 (REGULAR CAB),2025,PU/RC,RWD,1,,,,,,
FORD,F-350 (SUPER CAB),2025,PU/EC,4WD,1,,,,,,
FORD,F-350 (SUPER CAB),2025,PU/EC,RWD,1,,,,,,
FORD,MAVERICK EARLY RELEASE,2025,PU/CC,AWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK EARLY RELEASE,2025,PU/CC,FWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK HEV EARLY RELEASE,2025,PU/CC,AWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK HEV EARLY RELEASE,2025,PU/CC,FWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK HEV LATER RELEASE,2025,PU/CC,AWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK HEV LATER RELEASE,2025,PU/CC,FWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK LATER RELEASE,2025,PU/CC,AWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MAVERICK LATER RELEASE,2025,PU/CC,FWD,1,4.0,4.0,5.0,5.0,5.0,5.0
FORD,MUSTANG,2025,2 DR,RWD,1,5.0,5.0,5.0,5.0,4.0,5.0
FORD,MUSTANG,2025,C,RWD,1,,5.0,,,,
FORD,MUSTANG GTD,2025,2 DR,RWD,1,5.0,5.0,5.0,5.0,,5.0
FORD,MUSTANG MACH-E BEV,2025,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
FORD,MUSTANG MACH-E BEV,2025,SUV,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
FORD,RANGER (SUPER CREW),2025,PU/CC,4WD,1,4.0,3.0,5.0,5.0,5.0,5.0
FORD,RANGER (SUPER CREW),2025,PU/CC,RWD,1,4.0,3.0,5.0,5.0,5.0,5.0
FORD,TRANSIT HIGH ROOF 12 PASS,2025,PV,AWD,1,3.0,1.0,3.0,5.0,5.0,5.0
FORD,TRANSIT HIGH ROOF 12 PASS,2025,PV,RWD,1,2.0,1.0,3.0,5.0,5.0,5.0
FORD,TRANSIT HIGH ROOF 15 PASS,2025,PV,AWD,1,3.0,2.0,3.0,5.0,5.0,5.0
FORD,TRANSIT HIGH ROOF 15 PASS,2025,PV,RWD,1,3.0,1.0,3.0,5.0,5.0,5.0
FORD,TRANSIT LOW ROOF 12 PASS,2025,PV,AWD,1,,,3.0,5.0,5.0,5.0
FORD,TRANSIT LOW ROOF 12 PASS,2025,PV,RWD,1,4.0,3.0,3.0,5.0,5.0,5.0
FORD,TRANSIT LOW ROOF 15 PASS,2025,PV,AWD,1,,,3.0,5.0,5.0,5.0
FORD,TRANSIT LOW ROOF 15 PASS,2025,PV,RWD,1,3.0,2.0,3.0,5.0,5.0,5.0
FORD,TRANSIT MEDIUM ROOF 12 PASS,2025,PV,AWD,1,,,3.0,5.0,5.0,5.0
FORD,TRANSIT MEDIUM ROOF 12 PASS,2025,PV,RWD,1,3.0,2.0,3.0,5.0,5.0,5.0
FORD,TRANSIT MEDIUM ROOF 15 PASS,2025,PV,AWD,1,,,3.0,5.0,5.0,5.0
FORD,TRANSIT MEDIUM ROOF 15 PASS,2025,PV,RWD,1,3.0,2.0,3.0,5.0,5.0,5.0
FORD,TRANSIT VAN - GAS,2025,CV,AWD,1,,,3.0,,,
FORD,TRANSIT VAN - GAS,2025,CV,RWD,1,,,3.0,,,
FORD,TRANSIT VAN BEV,2025,CV,RWD,1,,,,,,
GENESIS,ELECTRIFIED G80,2025,4 DR,AWD,1,,,,,,
GENESIS,ELECTRIFIED GV70,2025,SUV,AWD,1,,,,,,
GENESIS,G70,2025,4 DR,AWD,1,,,,,,
GENESIS,G70,2025,4 DR,RWD,1,,,,,,
GENESIS,G80,2025,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
GENESIS,G80,2025,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
GENESIS,G90,2025,4 DR,AWD,1,,,,,,
GENESIS,G90,2025,4 DR,RWD,1,,,,,,
GENESIS,GV60,2025,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
GENESIS,GV60,2025,SUV,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
GENESIS,GV70,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GENESIS,GV80,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GENESIS,GV80,2025,SUV,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GENESIS,GV80 COUPE,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GENESIS,GV80 COUPE,2025,SUV,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GMC,ACADIA,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
GMC,ACADIA,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
GMC,CANYON,2025,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,4.0
GMC,CANYON,2025,PU/CC,RWD,1,4.0,3.0,4.0,5.0,5.0,4.0
GMC,CANYON AT4X AEV,2025,PU/CC,4WD,1,,,4.0,5.0,5.0,4.0
GMC,HUMMER EV,2025,PU/CC,AWD,1,,,,,,
GMC,HUMMER EV,2025,SUV,AWD,1,,,,,,
GMC,SAVANA CARGO 2500,2025,CV,RWD,1,,,,,,
GMC,SAVANA CARGO 3500,2025,CV,RWD,1,,,,,,
GMC,SAVANA PASSENGER 2500 - 12 Passenger,2025,PV,RWD,1,,3.0,,,,
GMC,SAVANA PASSENGER 3500 - 12 PASSENGER,2025,PV,RWD,1,,3.0,,,,
GMC,SAVANA PASSENGER 3500 - 15 Passenger,2025,PV,RWD,1,,3.0,,,,
GMC,SIERRA 1500,2025,PU/RC,4WD,1,5.0,4.0,5.0,5.0,,5.0
GMC,SIERRA 1500,2025,PU/EC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
GMC,SIERRA 1500,2025,PU/CC,4WD,1,5.0,4.0,4.0,5.0,5.0,5.0
GMC,SIERRA 1500,2025,PU/RC,RWD,1,5.0,4.0,5.0,5.0,,5.0
GMC,SIERRA 1500,2025,PU/EC,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
GMC,SIERRA 1500,2025,PU/CC,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
GMC,SIERRA 2500,2025,PU/EC,4WD,1,,,,,,
GMC,SIERRA 2500,2025,PU/CC,4WD,1,,,5.0,5.0,5.0,5.0
GMC,SIERRA 2500,2025,PU/RC,4WD,1,,,,,,
GMC,SIERRA 2500,2025,PU/EC,RWD,1,,,,,,
