MAKE,MODEL,MODEL_YR,BODY_STYLE,DRIVE_TRAIN,PRODUCTION_RELEASE,OVERALL_STARS,ROLLOVER_STARS,OVERALL_FRNT_STARS,OVERALL_SIDE_STARS,COMB_REAR_STAR,COMB_FRNT_STAR
MERCEDES-BENZ,METRIS CARGO,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,METRIS PASSENGER,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,S-CLASS,2021,4 DR,4WD,1,,,,,,
MERCEDES-BENZ,S-CLASS,2021,2 DR,4WD,1,,,,,,
MERCEDES-BENZ,S-CLASS,2021,2 DR,RWD,1,,,,,,
MERCEDES-BENZ,S-CLASS CABRIOLET,2021,C,4WD,1,,,,,,
MERCEDES-BENZ,S-CLASS CABRIOLET,2021,C,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 1500 CARGO,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 1500 PASSENGER,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2021,VAN,AWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2021,VAN,RWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 2500 15 PASSENGER,2021,VAN,RWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2021,VAN,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2021,VAN,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2021,VAN,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2021,VAN,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 3500 CREW VAN,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 4500 CARGO VAN,2021,VAN,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 4500 CREW VAN,2021,VAN,RWD,1,,,,,,
MINI,CLUBMAN,2021,5 HB,AWD,1,,,,,,
MINI,CLUBMAN,2021,5 HB,FWD,1,,,,,,
MINI,CONVERTIBLE,2021,C,FWD,1,,,,,,
MINI,COOPER SE,2021,3 HB,FWD,1,,,,,,
MINI,COUNTRYMAN,2021,5 HB,AWD,1,,,,,,
MINI,COUNTRYMAN,2021,5 HB,FWD,1,,,,,,
MINI,COUNTRYMAN SE,2021,5 HB,AWD,1,,,,,,
MINI,HARDTOP 2DR,2021,3 HB,FWD,1,4.0,4.0,4.0,4.0,3.0,5.0
MINI,HARDTOP 4DR,2021,5 HB,FWD,1,,,,,,
MITSUBISHI,MIRAGE,2021,5 HB,FWD,1,4.0,4.0,4.0,4.0,4.0,4.0
MITSUBISHI,MIRAGE G4,2021,4 DR,FWD,1,,,,,,
MITSUBISHI,OUTLANDER PHEV,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
MITSUBISHI,OUTLANDER SPORT,2021,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
MITSUBISHI,OUTLANDER SPORT,2021,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ALTIMA,2021,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,4.0
NISSAN,ALTIMA,2021,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,4.0
NISSAN,ARMADA,2021,SUV,AWD,1,,3.0,,,,
NISSAN,ARMADA,2021,SUV,RWD,1,,3.0,,,,
NISSAN,FRONTIER CREW CAB,2021,PU/CC,4WD,1,4.0,4.0,3.0,5.0,5.0,5.0
NISSAN,FRONTIER CREW CAB,2021,PU/CC,RWD,1,4.0,3.0,3.0,5.0,5.0,5.0
NISSAN,FRONTIER KING CAB,2021,PU/EC,4WD,1,,4.0,,,,
NISSAN,FRONTIER KING CAB,2021,PU/EC,RWD,1,,3.0,,,,
NISSAN,GTR,2021,2 DR,AWD,1,,,,,,
NISSAN,KICKS,2021,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,LEAF,2021,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,LEAF PLUS,2021,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,MAXIMA,2021,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
NISSAN,MURANO,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
NISSAN,MURANO,2021,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
NISSAN,"NV1500, NV2500, NV3500",2021,VAN,RWD,1,,,,,,
NISSAN,NV200 CARGO,2021,VAN,FWD,1,,,,,,
NISSAN,NV3500 PASSGENGER VAN,2021,VAN,RWD,1,,2.0,,,,
ALFA,STELVIO,2025,SUV,AWD,1,,,,,,
ALFA,TONALE EAWD,2025,SUV,AWD,1,,,,,,
NISSAN,ROGUE SPORT,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE SPORT,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,SENTRA,2021,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
NISSAN,TITAN CREW CAB,2021,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
NISSAN,TITAN CREW CAB,2021,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,TITAN KING CAB,2021,PU/EC,4WD,1,,4.0,,,,
NISSAN,TITAN KING CAB,2021,PU/EC,RWD,1,,4.0,,,,
NISSAN,TITAN XD CREW CAB,2021,PU/CC,4WD,1,,,,,,
NISSAN,VERSA,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
PORSCHE,718 BOXSTER 25 YEAR EDITION,2021,C,RWD,1,,,,,,
PORSCHE,718 BOXSTER GTS 4.0,2021,C,RWD,1,,,,,,
PORSCHE,718 CAYMAN GTS 4.0,2021,2 DR,RWD,1,,,,,,
PORSCHE,911 CARRERA,2021,2 DR,RWD,1,,,,,,
PORSCHE,911 CARRERA 4,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 CARRERA 4 CABRIOLET,2021,C,AWD,1,,,,,,
PORSCHE,911 CARRERA 4S,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 CARRERA 4S CABRIOLET,2021,C,AWD,1,,,,,,
PORSCHE,911 CARRERA CABRIOLET,2021,C,RWD,1,,,,,,
PORSCHE,911 CARRERA S,2021,2 DR,RWD,1,,,,,,
PORSCHE,911 CARRERA S CABRIOLET,2021,C,RWD,1,,,,,,
PORSCHE,911 TARGA 4,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 TARGA 4S,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 TARGA 4S HERITAGE EDITION,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 TURBO S,2021,2 DR,AWD,1,,,,,,
PORSCHE,911 TURBO S CABRIOLET,2021,C,AWD,1,,,,,,
PORSCHE,CAYENNE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE E-HYBRID,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE E-HYBRID COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE GTS,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE GTS COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE S,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE S COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE TURBO,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE TURBO COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE TURBO S E-HYBRID,2021,SUV,AWD,1,,,,,,
PORSCHE,CAYENNE TURBO S E-HYBRID COUPE,2021,SUV,AWD,1,,,,,,
PORSCHE,MACAN,2021,SUV,AWD,1,,,,,,
PORSCHE,MACAN GTS,2021,SUV,AWD,1,,,,,,
PORSCHE,MACAN S,2021,SUV,AWD,1,,,,,,
PORSCHE,MACAN TURBO,2021,SUV,AWD,1,,,,,,
PORSCHE,PANAMERA,2021,5 HB,RWD,1,,,,,,
PORSCHE,PANAMERA 4,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA 4 EXECUTIVE,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA 4 SPORT TURISMO,2021,SW,AWD,1,,,,,,
PORSCHE,PANAMERA 4S E-HYBRID,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA 4S E-HYBRID EXECUTIVE,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA 4S E-HYBRID SPORT TURISMO,2021,SW,AWD,1,,,,,,
PORSCHE,PANAMERA GTS,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA GTS SPORT TURISMO,2021,SW,AWD,1,,,,,,
PORSCHE,PANAMERA TURBO S,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA TURBO S EXECUTIVE,2021,5 HB,AWD,1,,,,,,
PORSCHE,PANAMERA TURBO S SPORT TURISMO,2021,SW,AWD,1,,,,,,
PORSCHE,TAYCAN 4S,2021,4 DR,AWD,1,,,,,,
PORSCHE,TAYCAN TURBO,2021,4 DR,AWD,1,,,,,,
PORSCHE,TAYCAN TURBO S,2021,4 DR,AWD,1,,,,,,
RAM,1500,2021,PU/EC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,1500,2021,PU/CC,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
RAM,1500,2021,PU/EC,4WD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,1500,2021,PU/CC,4WD,1,5.0,4.0,4.0,5.0,5.0,5.0
RAM,1500 CLASSIC,2021,PU/RC,RWD,1,4.0,4.0,4.0,5.0,,5.0
RAM,1500 CLASSIC,2021,PU/EC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,1500 CLASSIC,2021,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,1500 CLASSIC,2021,PU/EC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
RAM,1500 CLASSIC,2021,PU/RC,4WD,1,4.0,3.0,4.0,5.0,,5.0
RAM,1500 CLASSIC,2021,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
RAM,1500 CREW CAB TRX,2021,PU/CC,4WD,1,,,,,,
RAM,2500,2021,PU/RC,RWD,1,,4.0,,,,
RAM,2500,2021,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,2500,2021,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
RAM,2500,2021,PU/EC,4WD,1,,3.0,,,,
RAM,2500,2021,PU/RC,4WD,1,,3.0,,,,
RAM,PROMASTER,2021,VAN,FWD,1,,,,,,
RAM,PROMASTER CITY,2021,VAN,FWD,1,,,,,,
ROLLS-ROYCE,CULLINAN,2021,SUV,AWD,1,,,,,,
ROLLS-ROYCE,DAWN,2021,C,RWD,1,,,,,,
ROLLS-ROYCE,GHOST,2021,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,GHOST EWB,2021,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,PHANTOM,2021,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,PHANTOM EWB,2021,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,WRAITH,2021,2 DR,RWD,1,,,,,,
SUBARU,ASCENT,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,CROSSTREK,2021,SW,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
SUBARU,CROSSTREK HYBRID,2021,SW,AWD,1,,,,,,
SUBARU,FORESTER,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,IMPREZA,2021,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,IMPREZA,2021,SW,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,LEGACY,2021,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,OUTBACK,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,WRX,2021,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
AUDI,A3,2025,4 DR,AWD,1,,,,,,
AUDI,A3,2025,4 DR,FWD,1,,,,,,
TESLA,MODEL S,2021,5 HB,AWD,1,,5.0,,,,
AUDI,A4,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A4 ALLROAD,2025,SW,AWD,1,,,,5.0,5.0,5.0
AUDI,A5 SEDAN,2025,4 DR,AWD,1,,,,,,
AUDI,A5 SEDAN,2025,4 DR,FWD,1,,,,,,
AUDI,A5 SPORTBACK,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6 ALLROAD,2025,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
ACURA,INTEGRA TYPE-S,2025,5 HB,FWD,1,,5.0,,,,
TOYOTA,4RUNNER,2021,SUV,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,4RUNNER,2021,SUV,AWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,AVALON,2021,4 DR,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,AVALON,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,AVALON HYBRID,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,A6 SEDAN,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
TOYOTA,CAMRY,2021,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY,2021,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY HYBRID,2021,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA,2021,4 DR,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA HATCHBACK,2021,5 HB,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA HYBRID,2021,4 DR,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER HYBRID,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER HYBRID,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,LAND CRUISER,2021,SUV,AWD,1,,,,,,
TOYOTA,MIRAI,2021,4 DR,RWD,1,,,,,,
TOYOTA,PRIUS,2021,5 HB,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,PRIUS,2021,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,PRIUS PRIME,2021,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4 HYBRID,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4 PRIME,2021,SUV,AWD,1,,,,,,
TOYOTA,SEQUOIA,2021,SUV,RWD,1,,4.0,,,,
TOYOTA,SEQUOIA,2021,SUV,AWD,1,,4.0,,,,
TOYOTA,SIENNA HYBRID,2021,VAN,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,SIENNA HYBRID,2021,VAN,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,SUPRA,2021,2 DR,RWD,1,,,,,,
TOYOTA,TACOMA,2021,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,4.0
TOYOTA,TACOMA,2021,PU/EC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,TACOMA,2021,PU/CC,4WD,1,4.0,4.0,4.0,5.0,5.0,4.0
TOYOTA,TACOMA,2021,PU/EC,4WD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2021,PU/EC,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2021,PU/CC,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2021,PU/EC,4WD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2021,PU/CC,4WD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,VENZA HYBRID,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ARTEON SE,2021,4 DR,FWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL PREMIUM R-LINE,2021,4 DR,AWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL PREMIUM R-LINE,2021,4 DR,FWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL R-LINE,2021,4 DR,AWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL R-LINE,2021,4 DR,FWD,1,,,,,,
VOLKSWAGEN,ATLAS,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS CROSS SPORT,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS CROSS SPORT,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,GOLF,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,GOLF GTI,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ID.4,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLKSWAGEN,ID.4,2021,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLKSWAGEN,JETTA,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,JETTA GLI,2021,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,A7,2025,4 DR,AWD,1,,,,5.0,5.0,5.0
VOLKSWAGEN,TIGUAN,2021,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,TIGUAN,2021,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLVO,S60 T5,2021,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,S60 T5,2021,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,S60 T6,2021,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,S60 T8,2021,4 DR,AWD,1,,,,,,
VOLVO,S60 T8 POLESTAR ENGINEERED,2021,4 DR,AWD,1,,,,,,
VOLVO,S90 T6,2021,4 DR,AWD,1,,,,,,
VOLVO,S90 T8,2021,4 DR,AWD,1,,,,,,
VOLVO,V60 CC T5,2021,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,V60 T5,2021,SW,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,V60 T6,2021,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,V60 T8,2021,SW,AWD,1,,,,,,
VOLVO,V60 T8 POLESTAR ENGINEERED,2021,SW,AWD,1,,,,,,
VOLVO,V90 CC T6,2021,SW,AWD,1,,,,,,
VOLVO,V90 T5,2021,SW,FWD,1,,,,,,
VOLVO,V90 T6,2021,SW,AWD,1,,,,,,
VOLVO,XC40 RECHARGE,2021,SUV,AWD,1,,,,,,
VOLVO,XC40 RECHARGE,2021,SUV,FWD,1,,,,,,
VOLVO,XC40 T4,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC40 T4,2021,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC40 T5,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 T5,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 T5,2021,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 T6,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 T8,2021,SUV,AWD,1,,,,,,
VOLVO,XC60 T8 POLESTAR ENGINEERED,2021,SUV,AWD,1,,,,,,
VOLVO,XC90 T5,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC90 T5,2021,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC90 T6,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC90 T8,2021,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
ACURA,ILX,2020,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,MDX,2020,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
ACURA,MDX,2020,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
ACURA,MDX SPORT HYBRID,2020,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
ACURA,NSX,2020,2 DR,AWD,1,,,,,,
ACURA,RDX,2020,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,RDX,2020,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,RLX,2020,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
ACURA,RLX SPORT HYBRID,2020,4 DR,AWD,1,,5.0,,5.0,5.0,5.0
ACURA,TLX,2020,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
ACURA,TLX,2020,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
ALFA,4C SPIDER,2020,C,RWD,1,,,,,,
ALFA,ALFA ROMEO STELVIO QUADRIFOGLIO,2020,SUV,AWD,1,,,,,,
ALFA,GIULIA,2020,4 DR,AWD,1,,,,,,
ALFA,GIULIA,2020,4 DR,RWD,1,,,,,,
ALFA,GIULIA QUADRIFOGLIO,2020,4 DR,RWD,1,,,,,,
ALFA,STELVIO,2020,SUV,AWD,1,,,,,,
ALFA,STELVIO,2020,SUV,RWD,1,,,,,,
AUDI,A3,2020,4 DR,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,A3,2020,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,A3 CABRIOLET,2020,C,AWD,1,,,,,,
AUDI,A3 CABRIOLET,2020,C,FWD,1,,,,,,
AUDI,A4,2020,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A4,2020,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A4 ALLROAD,2020,SW,AWD,1,,,,5.0,5.0,5.0
AUDI,A5,2020,2 DR,AWD,1,,,,,,
AUDI,A5 CABIOLET,2020,C,AWD,1,,,,,,
AUDI,A5 SPORTBACK,2020,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6,2020,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6,2020,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6 (WITH REAR SEAT SABS),2020,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6 (WITH REAR SEAT SABS),2020,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A6 ALLROAD,2020,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,A7,2020,4 DR,AWD,1,,,,5.0,5.0,5.0
AUDI,A7 (WITH REAR SEAT SABS),2020,4 DR,AWD,1,,,,5.0,5.0,5.0
AUDI,A7 PHEV,2020,4 DR,AWD,1,,,,,,
AUDI,A8L,2020,4 DR,AWD,1,,,,,,
AUDI,A8L PHEV,2020,4 DR,AWD,1,,,,,,
AUDI,E-TRON,2020,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,E-TRON SPORTBACK,2020,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,Q3,2020,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,Q5,2020,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,Q5 PHEV,2020,SUV,AWD,1,,,,,,
AUDI,Q7,2020,SUV,AWD,1,,4.0,,5.0,5.0,5.0
AUDI,Q8,2020,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,R8,2020,2 DR,AWD,1,,,,,,
AUDI,R8 SPYDER,2020,C,AWD,1,,,,,,
AUDI,RS 3,2020,4 DR,AWD,1,,4.0,,,,
AUDI,RS 7,2020,4 DR,AWD,1,,,,,,
AUDI,RS Q8,2020,SUV,AWD,1,,4.0,,,,
AUDI,S3,2020,4 DR,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,S4,2020,4 DR,AWD,1,,5.0,,,,
AUDI,S5,2020,2 DR,AWD,1,,,,,,
AUDI,S5 CABRIOLET,2020,C,AWD,1,,,,,,
AUDI,S5 SPORTBACK,2020,4 DR,AWD,1,,5.0,,,,
AUDI,S6,2020,4 DR,AWD,1,,5.0,,,,
AUDI,S7,2020,4 DR,AWD,1,,,,,,
AUDI,S8,2020,4 DR,AWD,1,,,,,,
AUDI,SQ5,2020,SUV,AWD,1,,4.0,,,,
AUDI,SQ7,2020,SUV,AWD,1,,4.0,,,,
AUDI,SQ8,2020,SUV,AWD,1,,4.0,,,,
AUDI,TT,2020,2 DR,AWD,1,,,,,,
AUDI,TT ROADSTER,2020,C,AWD,1,,,,,,
AUDI,TT RS,2020,2 DR,AWD,1,,,,,,
AUDI,TTS,2020,2 DR,AWD,1,,,,,,
BENTLEY,BENTAYGA PHEV,2020,SUV,AWD,1,,,,,,
BENTLEY,BENTAYGA V8,2020,SUV,AWD,1,,,,,,
BENTLEY,BENTAYGA W12,2020,SUV,AWD,1,,,,,,
BENTLEY,BENTAYGA W12 SPEED,2020,SUV,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT CONVERTIBLE W12,2020,C,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT V8,2020,2 DR,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,2020,C,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT W12,2020,2 DR,AWD,1,,,,,,
BENTLEY,FLYING SPUR W12,2020,4 DR,AWD,1,,,,,,
